,temporal,contingency,comparision,expansion
236,1e-05,0.3,0.4,0.30000000000000004
237,0.2,0.1,0.30000000000000004,0.30000000000000004
238,1e-05,0.5,0.1,0.4
239,1e-05,0.6,0.2,0.2
240,1e-05,0.6,1e-05,0.4
241,1e-05,1e-05,1e-05,1.0
242,1e-05,0.1,0.2,0.6
243,1e-05,0.30000000000000004,1e-05,0.6
244,1e-05,0.7999999999999999,1e-05,0.2
245,1e-05,1.0,1e-05,1e-05
246,1e-05,0.1,0.1,0.7
247,1e-05,0.8,1e-05,0.1
248,1e-05,1e-05,0.2,0.6
249,1e-05,0.1,0.2,0.7
250,1e-05,1e-05,0.6,0.30000000000000004
251,1e-05,0.2,0.1,0.6000000000000001
252,1e-05,1e-05,0.7,0.30000000000000004
253,1e-05,0.7,0.1,0.2
254,1e-05,0.4,1e-05,0.5
255,1e-05,0.2,1e-05,0.8
256,1e-05,0.30000000000000004,0.1,0.6000000000000001
257,1e-05,0.8,1e-05,0.1
258,0.2,0.4,1e-05,0.3
259,1e-05,0.1,1e-05,0.7
260,1e-05,1.0,1e-05,1e-05
261,0.1,0.4,0.1,0.30000000000000004
262,0.1,1e-05,1e-05,0.9
263,1e-05,0.2,1e-05,0.8
264,1e-05,0.3,0.2,0.4
265,1e-05,0.3,1e-05,0.7
266,1e-05,0.2,1e-05,0.7999999999999999
267,1e-05,1e-05,0.1,0.8999999999999999
268,1e-05,0.1,0.1,0.7999999999999999
269,0.2,0.6,0.1,0.1
270,0.1,0.5,1e-05,0.4
271,1e-05,0.1,1e-05,0.9
272,1e-05,0.6,1e-05,0.30000000000000004
273,1e-05,0.4,1e-05,0.5
274,1e-05,0.3,0.1,0.6
275,1e-05,0.6,1e-05,0.4
276,1e-05,0.4,1e-05,0.5
277,1e-05,0.5,1e-05,0.5
278,0.1,1e-05,0.5,0.4
279,1e-05,0.1,0.6,0.30000000000000004
280,0.2,0.2,1e-05,0.6000000000000001
281,0.2,0.5,1e-05,0.30000000000000004
282,1e-05,0.1,1e-05,0.8999999999999999
283,0.1,0.7,0.1,0.1
284,1e-05,0.1,0.7,0.1
285,1e-05,0.30000000000000004,0.30000000000000004,0.4
286,0.1,0.6,0.30000000000000004,1e-05
287,1e-05,0.4,0.4,0.2
288,0.1,0.4,0.1,0.4
289,1e-05,0.7,1e-05,0.30000000000000004
290,1e-05,0.1,0.30000000000000004,0.6000000000000001
291,1e-05,0.6,0.1,0.30000000000000004
292,0.2,1e-05,0.5,0.30000000000000004
293,0.1,0.1,0.30000000000000004,0.5
294,1e-05,0.2,0.1,0.7
295,0.1,0.1,0.6,0.2
296,1e-05,0.1,0.7,0.2
297,0.2,0.1,1e-05,0.7
298,0.1,0.5,0.2,0.2
299,0.1,0.1,1e-05,0.7999999999999999
300,1e-05,0.3,0.1,0.6000000000000001
301,0.1,0.8,1e-05,0.1
302,1e-05,1e-05,0.30000000000000004,0.5
303,1e-05,1.0,1e-05,1e-05
304,1e-05,0.4,1e-05,0.6
305,1e-05,0.1,0.2,0.7000000000000001
306,0.1,0.1,1e-05,0.8
307,1e-05,0.7,1e-05,0.30000000000000004
308,1e-05,0.2,0.2,0.6
309,1e-05,0.5,0.5,1e-05
310,1e-05,0.9,1e-05,0.1
311,1e-05,0.2,1e-05,0.7000000000000001
312,1e-05,0.7,0.30000000000000004,1e-05
313,1e-05,0.8,1e-05,0.2
314,1e-05,0.1,1e-05,0.9
315,1e-05,0.3,0.6,0.1
316,1e-05,0.6,1e-05,0.4
317,0.1,0.3,1e-05,0.6
318,1e-05,0.2,1e-05,0.8
319,0.1,0.7,1e-05,0.1
320,1e-05,0.30000000000000004,1e-05,0.5
321,1e-05,0.4,1e-05,0.6000000000000001
322,0.1,0.1,0.1,0.6000000000000001
323,1e-05,0.4,1e-05,0.6
324,1e-05,0.1,0.6000000000000001,0.2
325,1e-05,0.3,0.30000000000000004,0.4
326,1e-05,0.8999999999999999,1e-05,1e-05
327,0.1,0.1,1e-05,0.8
328,1e-05,0.1,0.1,0.7
329,1e-05,0.4,1e-05,0.6000000000000001
330,1e-05,0.30000000000000004,1e-05,0.7
331,1e-05,0.1,1e-05,0.9
332,1e-05,0.2,1e-05,0.7
333,1e-05,0.4,0.1,0.4
334,1e-05,0.30000000000000004,1e-05,0.7
335,1e-05,0.5,1e-05,0.30000000000000004
336,1e-05,1e-05,0.1,0.8999999999999999
337,1e-05,0.2,0.1,0.6
338,1e-05,0.7,0.1,0.2
339,1e-05,0.2,1e-05,0.7
340,1e-05,0.3,0.30000000000000004,0.4
341,1e-05,0.7,1e-05,0.3
342,1e-05,0.2,1e-05,0.7
343,1e-05,0.1,0.1,0.8
344,1e-05,0.1,0.1,0.6000000000000001
345,1e-05,0.1,0.1,0.8
346,1e-05,0.6,0.1,0.3
347,1e-05,0.1,0.1,0.7
348,1e-05,0.2,0.1,0.7000000000000001
349,1e-05,0.4,0.1,0.5
350,1e-05,0.6,0.2,0.2
351,1e-05,0.3,0.1,0.6
352,1e-05,0.6,0.30000000000000004,0.1
353,1e-05,1e-05,1e-05,1.0
354,0.3,0.1,0.1,0.5
355,1e-05,0.2,0.30000000000000004,0.5
356,0.1,0.7,1e-05,0.2
357,1e-05,0.2,1e-05,0.8
358,1e-05,0.2,1e-05,0.8
359,1e-05,0.2,0.2,0.6
360,1e-05,0.3,0.5,0.2
361,1e-05,0.1,0.30000000000000004,0.5
362,1e-05,0.5,0.2,0.3
363,0.1,0.1,0.2,0.5
364,0.1,0.2,0.4,0.30000000000000004
365,0.1,0.2,0.5,0.1
366,1e-05,0.1,0.1,0.7
367,1e-05,0.4,0.1,0.5
368,1e-05,1e-05,0.8,0.2
369,1e-05,0.8,0.1,0.1
370,0.1,0.9,1e-05,1e-05
371,1e-05,0.5,1e-05,0.5
372,1e-05,0.3,0.1,0.6000000000000001
373,1e-05,1e-05,1e-05,1.0
374,0.2,0.8,1e-05,1e-05
375,1e-05,0.1,0.30000000000000004,0.5
376,1e-05,1e-05,1.0,1e-05
377,0.1,0.5,0.2,0.1
378,1e-05,0.2,0.5,0.30000000000000004
379,1e-05,1e-05,0.1,0.9
380,1e-05,0.1,0.5,0.2
381,1e-05,0.1,0.1,0.7999999999999999
382,1e-05,0.2,0.1,0.7
383,1e-05,0.30000000000000004,1e-05,0.7
384,0.1,1e-05,0.1,0.7999999999999999
385,1e-05,0.1,0.3,0.5
386,0.1,0.7,1e-05,0.2
387,1e-05,0.7,0.1,0.2
388,1e-05,0.6,0.1,0.3
389,1e-05,0.4,1e-05,0.6
390,1e-05,0.5,0.2,0.30000000000000004
391,1e-05,0.1,1e-05,0.9
392,1e-05,0.1,0.1,0.7999999999999999
393,1e-05,0.2,0.1,0.7
394,1e-05,0.30000000000000004,0.1,0.6000000000000001
395,0.1,0.1,0.2,0.6
396,1e-05,0.4,1e-05,0.6
397,1e-05,0.6,0.1,0.3
398,1e-05,0.2,0.30000000000000004,0.5
399,1e-05,0.4,1e-05,0.6000000000000001
400,1e-05,0.3,1e-05,0.7
401,1e-05,0.3,1e-05,0.5
402,1e-05,0.3,1e-05,0.7
403,0.1,0.5,1e-05,0.30000000000000004
404,1e-05,0.2,0.2,0.5
405,1e-05,0.1,1e-05,0.9
406,1e-05,0.7,1e-05,0.30000000000000004
407,1e-05,0.30000000000000004,1e-05,0.7
408,1e-05,0.5,1e-05,0.4
409,0.2,0.3,0.1,0.3
410,1e-05,0.8,1e-05,0.2
411,1e-05,0.1,0.2,0.7
412,1e-05,1e-05,0.2,0.7000000000000001
413,0.1,0.2,0.1,0.4
414,1e-05,0.1,0.2,0.5
415,0.1,0.5,0.2,0.1
416,1e-05,0.5,0.1,0.2
417,1e-05,0.3,0.1,0.3
418,1e-05,0.3,1e-05,0.7
419,1e-05,0.2,0.1,0.6
420,1e-05,0.8,1e-05,1e-05
421,1e-05,0.6,1e-05,1e-05
422,1e-05,0.2,1e-05,0.5
423,1e-05,0.1,0.2,0.3
424,1e-05,0.5,1e-05,0.2
425,0.1,0.5,1e-05,1e-05
426,1e-05,0.3,1e-05,0.2
427,1e-05,0.1,0.4,0.1
428,1e-05,0.30000000000000004,1e-05,0.2
429,1e-05,1e-05,0.1,0.4
430,1e-05,0.3,1e-05,1e-05
431,1e-05,0.2,0.1,0.2
432,1e-05,1e-05,1e-05,0.4
433,1e-05,0.4,0.1,1e-05
434,0.2,0.3,1e-05,0.2
435,1e-05,1e-05,0.1,0.2
436,1e-05,1e-05,0.1,0.1
437,1e-05,1e-05,1e-05,0.7
438,1e-05,1e-05,1e-05,0.6
439,1e-05,1.0,1e-05,1e-05
440,1e-05,0.4,0.2,0.4
441,1e-05,0.4,1e-05,0.5
442,1e-05,1e-05,0.3,0.4
443,1e-05,1e-05,0.3,0.2
444,1e-05,0.4,0.3,0.30000000000000004
445,1e-05,0.30000000000000004,1e-05,0.7
446,1e-05,0.5,0.1,0.4
447,0.1,0.1,1e-05,0.8
448,0.1,0.7,1e-05,0.2
449,1e-05,0.4,1e-05,0.6000000000000001
450,1e-05,0.5,0.1,0.4
451,1e-05,0.1,1e-05,0.8999999999999999
452,1e-05,0.7,1e-05,0.30000000000000004
453,1e-05,0.30000000000000004,1e-05,0.6
454,0.1,0.7999999999999999,1e-05,0.1
455,1e-05,0.2,0.1,0.6
456,0.2,0.4,1e-05,0.4
457,1e-05,0.1,0.5,0.30000000000000004
458,0.1,0.5,0.4,1e-05
459,1e-05,0.1,0.1,0.8
460,1e-05,0.2,0.30000000000000004,0.5
461,1e-05,0.3,1e-05,0.7000000000000001
462,1e-05,0.3,0.1,0.6
463,1e-05,0.8,1e-05,0.2
464,1e-05,0.3,1e-05,0.7
465,1e-05,0.2,0.1,0.7
466,1e-05,0.4,0.1,0.5
467,1e-05,0.1,0.1,0.7999999999999999
468,1e-05,0.8,1e-05,0.2
469,1e-05,0.4,1e-05,0.6000000000000001
470,1e-05,0.1,0.5,0.4
471,1e-05,0.3,1e-05,0.6
472,1e-05,0.6000000000000001,0.1,0.30000000000000004
473,1e-05,0.30000000000000004,1e-05,0.7
474,1e-05,0.8,1e-05,0.2
475,1e-05,0.6,0.2,0.2
476,1e-05,0.1,0.1,0.7999999999999999
477,1e-05,1e-05,1e-05,1.0
478,1e-05,0.1,0.2,0.6000000000000001
479,1e-05,0.1,1e-05,0.7000000000000001
480,1e-05,0.30000000000000004,1e-05,0.6
481,1e-05,1e-05,1e-05,1.0
482,1e-05,0.5,1e-05,0.5
483,0.1,0.3,0.2,0.4
484,1e-05,0.3,1e-05,0.6
485,1e-05,0.30000000000000004,0.1,0.6000000000000001
486,1e-05,1e-05,1e-05,1.0
487,1e-05,0.1,1e-05,0.9
488,1e-05,1.0,1e-05,1e-05
489,1e-05,0.2,0.30000000000000004,0.5
490,1e-05,0.7,1e-05,0.30000000000000004
491,1e-05,0.2,1e-05,0.8
492,1e-05,0.2,1e-05,0.8
493,0.2,0.4,0.3,0.1
494,1e-05,1e-05,1e-05,1.0
495,1e-05,0.3,0.5,0.2
496,1e-05,0.2,1e-05,0.7
497,1e-05,0.2,1e-05,0.8
498,1e-05,1e-05,1.0,1e-05
499,1e-05,0.30000000000000004,0.30000000000000004,0.30000000000000004
500,1e-05,0.9,1e-05,0.1
501,1e-05,0.1,0.7,0.1
502,1e-05,0.7,1e-05,0.2
503,1e-05,0.4,0.4,0.2
504,1e-05,0.2,0.30000000000000004,0.5
505,1e-05,0.6,1e-05,0.4
506,1e-05,0.2,0.1,0.7000000000000001
507,0.2,0.2,0.4,0.2
508,1e-05,1e-05,0.4,0.4
509,1e-05,0.1,0.2,0.7
510,1e-05,0.1,1e-05,0.9
511,1e-05,0.4,0.2,0.4
512,0.1,0.2,0.7,1e-05
513,1e-05,0.3,0.2,0.5
514,0.1,0.3,1e-05,0.5
515,0.1,0.1,0.1,0.7
516,1e-05,0.3,0.2,0.5
517,1e-05,0.1,0.1,0.7999999999999999
518,1e-05,0.1,0.1,0.8
519,0.5,0.3,0.1,0.1
520,0.1,0.1,1e-05,0.7
521,1e-05,0.1,0.30000000000000004,0.6
522,1e-05,1e-05,0.9,0.1
523,1e-05,0.2,0.1,0.7
524,0.1,0.5,1e-05,0.30000000000000004
525,1e-05,0.1,0.1,0.8
526,1e-05,0.2,0.1,0.7
527,1e-05,0.4,1e-05,0.6000000000000001
528,0.1,0.1,1e-05,0.8
529,0.1,0.1,1e-05,0.7999999999999999
530,1e-05,0.6,1e-05,0.4
531,1e-05,0.6,1e-05,0.4
532,1e-05,0.7,0.2,0.1
533,1e-05,0.1,0.2,0.5
534,1e-05,0.30000000000000004,0.30000000000000004,0.4
535,1e-05,0.5,1e-05,0.5
536,1e-05,0.1,1e-05,0.8999999999999999
537,1e-05,0.2,1e-05,0.7
538,1e-05,0.4,1e-05,0.6
539,0.1,0.3,1e-05,0.6000000000000001
540,0.1,0.1,1e-05,0.7
541,0.1,0.6,1e-05,0.30000000000000004
542,1e-05,1e-05,0.7,0.1
543,1e-05,1e-05,0.7,0.2
544,0.1,0.2,0.30000000000000004,0.30000000000000004
545,1e-05,0.4,0.1,0.5
546,1e-05,0.5,0.1,0.4
547,1e-05,0.1,0.6,0.2
548,0.2,0.2,0.2,0.4
549,0.1,0.4,1e-05,0.4
550,1e-05,0.6,0.1,0.2
551,1e-05,0.2,0.6,0.2
552,0.1,0.3,0.2,0.4
553,0.1,0.5,0.1,0.30000000000000004
554,1e-05,0.5,0.1,0.4
555,1e-05,0.1,0.1,0.8
556,1e-05,0.3,0.2,0.4
557,0.1,1e-05,0.5,0.4
558,1e-05,1e-05,0.7000000000000001,0.1
559,1e-05,1e-05,0.8,0.2
560,1e-05,0.6,0.1,0.2
561,1e-05,0.5,0.30000000000000004,0.2
562,1e-05,0.6,1e-05,0.4
563,1e-05,0.1,1e-05,0.8999999999999999
564,1e-05,0.5,1e-05,0.5
565,1e-05,0.8,1e-05,0.2
566,1e-05,0.30000000000000004,0.1,0.4
567,1e-05,0.6,0.1,0.30000000000000004
568,1e-05,0.6,1e-05,0.4
569,1e-05,0.2,0.7,0.1
570,1e-05,0.1,0.6000000000000001,0.30000000000000004
571,1e-05,0.4,0.1,0.4
572,1e-05,0.4,0.4,0.2
573,1e-05,0.8,1e-05,0.2
574,1e-05,0.9,0.1,1e-05
575,1e-05,0.1,0.1,0.8
576,1e-05,0.1,1e-05,0.8
577,0.1,0.1,0.1,0.7000000000000001
578,0.2,1e-05,1e-05,0.8
579,1e-05,0.1,0.5,0.4
580,1e-05,1e-05,0.8999999999999999,0.1
581,1e-05,0.3,0.1,0.6000000000000001
582,1e-05,0.1,0.1,0.7000000000000001
583,1e-05,0.1,0.7999999999999999,1e-05
584,1e-05,0.2,0.1,0.7
585,1e-05,0.1,0.1,0.7999999999999999
586,0.2,1e-05,0.4,0.4
587,0.1,1e-05,0.1,0.7999999999999999
588,1e-05,0.2,0.1,0.3
589,1e-05,0.30000000000000004,0.1,0.5
590,0.2,1e-05,0.1,0.4
591,0.2,1e-05,0.1,0.7
592,1e-05,0.30000000000000004,1e-05,0.7000000000000001
593,0.1,0.7,1e-05,0.2
594,1e-05,0.1,0.5,0.30000000000000004
595,0.1,0.4,0.2,0.30000000000000004
596,1e-05,0.2,0.30000000000000004,0.4
597,1e-05,1e-05,0.5,0.4
598,1e-05,1e-05,0.1,0.7
599,0.1,0.4,0.1,0.30000000000000004
600,1e-05,1e-05,0.4,0.6
601,1e-05,0.4,0.1,0.5
602,1e-05,0.2,1e-05,0.7
603,1e-05,0.4,1e-05,0.6000000000000001
604,1e-05,0.30000000000000004,0.3,0.4
605,1e-05,1e-05,0.7,0.3
606,1e-05,0.2,0.1,0.7
607,0.2,0.2,0.1,0.5
608,1e-05,0.30000000000000004,0.1,0.6
609,1e-05,0.3,0.2,0.5
610,1e-05,1e-05,0.30000000000000004,0.7
611,1e-05,0.2,0.6,0.2
612,1e-05,0.30000000000000004,1e-05,0.7
613,1e-05,0.2,0.30000000000000004,0.5
614,0.1,1e-05,0.30000000000000004,0.6
615,1e-05,0.30000000000000004,0.30000000000000004,0.4
616,0.1,0.3,0.2,0.30000000000000004
617,0.1,0.2,1e-05,0.7000000000000001
618,1e-05,0.6,0.2,0.2
619,1e-05,0.7,1e-05,0.2
620,1e-05,0.9,1e-05,0.1
621,1e-05,0.7,1e-05,0.30000000000000004
622,1e-05,1e-05,1e-05,1.0
623,1e-05,0.30000000000000004,1e-05,0.7
624,1e-05,0.1,1e-05,0.9
625,1e-05,0.3,1e-05,0.7000000000000001
626,1e-05,0.5,1e-05,0.5
627,1e-05,0.5,1e-05,0.5
628,1e-05,0.6,0.2,0.1
629,1e-05,0.2,0.5,0.2
630,1e-05,0.2,1e-05,0.7
631,1e-05,0.30000000000000004,1e-05,0.5
632,1e-05,0.8,1e-05,0.2
633,1e-05,0.5,1e-05,0.5
634,1e-05,0.4,1e-05,0.6000000000000001
635,1e-05,0.4,0.4,0.2
636,1e-05,0.7,0.1,0.1
637,1e-05,0.5,0.1,0.30000000000000004
638,1e-05,0.1,0.1,0.7999999999999999
639,1e-05,0.7,1e-05,0.3
640,1e-05,0.2,0.1,0.7
641,1e-05,0.6,0.2,0.1
642,1e-05,0.8,0.1,0.1
643,1e-05,0.4,1e-05,0.5
644,1e-05,1e-05,0.2,0.7999999999999999
645,1e-05,0.30000000000000004,0.1,0.6
646,1e-05,0.6,0.30000000000000004,0.1
647,0.4,0.1,0.1,0.30000000000000004
648,1e-05,0.4,1e-05,0.6
649,1e-05,0.2,0.2,0.6
650,1e-05,0.3,0.5,0.2
651,1e-05,0.2,1e-05,0.8
652,0.30000000000000004,0.2,1e-05,0.4
653,1e-05,0.1,0.1,0.8
654,1e-05,0.3,0.1,0.6000000000000001
655,1e-05,0.2,0.1,0.7
656,1e-05,0.4,0.1,0.5
657,1e-05,0.3,0.2,0.5
658,1e-05,0.6,0.1,0.2
659,0.2,0.6,0.2,1e-05
