synchronous,asynchronous,cause,condition,negative-condition,purpose,concession,contrast,similarity,conjunction,disjunction,instantiation,level-of-detail,equivalence,manner,exception,substitution,,
0,0,0.2,0,0,0,0.2,0.1,0,0.4,0,0,0.1,0,0,0,0,,
0,0,0.4,0,0,0,0,0,0.1,0.2,0,0.1,0.1,0.1,0,0,0,,
0,0,0.9,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,,
0,0,0.8,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,,
0,0,0.6,0,0,0,0.3,0,0,0.1,0,0,0,0,0,0,0,,
0,0,0.2,0,0,0,0,0,0,0.4,0,0.2,0.2,0,0,0,0,,
0,0,0.3,0,0,0,0.1,0,0,0.1,0,0,0.4,0,0,0,0,,
0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,,
0,0,0.5,0,0,0,0.1,0,0,0,0,0.1,0.2,0,0,0,0,,
0,0,0.1,0,0,0,0,0,0,0.5,0,0,0.4,0,0,0,0,,
0,0,0.5,0,0,0,0,0.1,0,0.1,0,0.1,0.2,0,0,0,0,,
0,0,0.5,0,0,0,0.3,0,0,0,0,0,0.2,0,0,0,0,,
0,0,0.4,0,0,0,0.1,0,0.1,0.1,0,0.2,0.1,0,0,0,0,,
0,0,0,0,0,0,0,0,0,0,0,0.3,0.6,0,0,0,0,,
0,0,0.5,0,0,0,0.1,0,0,0,0,0,0.3,0,0,0,0,,
0,0.1,0.2,0,0,0,0,0,0,0.1,0,0.1,0.5,0,0,0,0,,
0,0,0.5,0,0,0,0,0,0,0.2,0,0,0.1,0,0,0,0,,
0,0,0.2,0,0,0,0.2,0,0,0.4,0,0,0.1,0,0,0,0,,
0,0,0.3,0,0,0,0,0,0,0.2,0,0,0.1,0.1,0,0,0.1,,
0,0,0.1,0,0,0,0.1,0,0.2,0.1,0,0,0.5,0,0,0,0,,
0,0,0.3,0,0,0,0,0.2,0.1,0,0,0.1,0.2,0,0,0,0,,
0,0,0.6,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,,
0,0,0.1,0,0,0,0.5,0.2,0,0.1,0,0,0,0,0,0,0.1,,
0,0,0.2,0,0,0,0,0.2,0,0.2,0,0,0.3,0,0,0,0,,
0,0,0.1,0,0,0,0,0,0,0.1,0,0.5,0.3,0,0,0,0,,
0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,,
0,0,0.6,0,0,0,0.1,0,0,0,0,0,0.2,0,0,0,0,,
0,0,0.1,0,0,0,0.2,0.2,0,0.2,0,0,0.2,0,0,0,0.1,,
0,0.2,0.2,0,0,0,0.4,0.1,0,0,0,0,0.1,0,0,0,0,,
0,0,0.4,0,0,0,0,0,0,0,0,0.2,0.4,0,0,0,0,,
0,0.2,0.3,0,0,0,0,0,0,0.3,0,0,0.2,0,0,0,0,,
0,0,0.3,0,0,0,0,0,0,0.1,0,0.1,0.4,0,0,0,0,,
0,0.2,0.5,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0,0,,
0,0.5,0.1,0,0,0,0,0,0,0.1,0,0,0.3,0,0,0,0,,
0,0,0,0,0,0,0.2,0.1,0,0.3,0,0,0.1,0,0,0,0.1,,
0,0,0.3,0,0,0,0.1,0,0,0.1,0,0.4,0,0,0,0,0,,
0,0.1,0.3,0,0,0,0,0,0,0.4,0,0,0.1,0,0,0,0,,
0,0.2,0.3,0,0,0,0,0,0,0.1,0,0,0.4,0,0,0,0,,
0,0.1,0.6,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,,
0,0,0.5,0,0,0,0,0,0,0.2,0,0,0.1,0,0,0,0,,
0,0.2,0.3,0,0,0,0,0,0,0.1,0,0.1,0.2,0,0,0,0,,
0,0,0.3,0,0,0,0,0,0,0.2,0,0.2,0.1,0,0,0,0,,
0,0,0.2,0,0,0,0,0,0,0,0,0.4,0.3,0,0,0,0,,
0,0,0.2,0,0,0,0,0,0,0.1,0,0.2,0.2,0,0,0,0.1,,
0,0,0.1,0,0,0,0.4,0,0,0.2,0,0,0,0,0,0,0,,
0,0.1,0.4,0,0,0,0,0,0,0.1,0,0,0.2,0.1,0,0,0,,
0,0,0.3,0,0,0,0.2,0,0,0.1,0,0,0.4,0,0,0,0,,
0,0,0.7,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0,0,,
0,0,0.1,0,0,0,0,0,0,0.7,0,0.1,0.1,0,0,0,0,,
0,0.1,0.1,0,0,0,0.3,0,0,0.2,0,0.1,0.2,0,0,0,0,,
0,0.2,0.4,0,0,0,0,0,0,0.2,0,0,0.1,0,0,0,0,,
0,0,0.1,0,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0,,
0,0,0.2,0,0,0,0.4,0,0,0.2,0,0,0.1,0,0,0,0,,
0,0,0.1,0,0,0,0.5,0,0,0,0,0.3,0.1,0,0,0,0,,
0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,,
0,0,0.3,0,0,0,0.1,0,0,0.3,0,0,0.1,0,0,0,0,,
0,0,0.2,0,0,0,0,0,0,0.1,0,0.5,0,0,0,0,0,,
0,0,0.3,0,0,0,0,0,0,0.4,0,0.1,0.1,0,0,0,0,,
0,0.1,0.2,0,0,0,0,0,0,0.6,0,0.1,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,0.8,0,0.1,0.1,0,0,0,0,,
0,0,0.2,0,0,0,0,0,0.1,0.4,0,0.1,0.2,0,0,0,0,,
0,0.1,0,0,0,0,0,0,0.3,0.3,0,0,0.1,0,0,0,0,,
0,0,0.2,0,0,0,0,0.1,0,0,0,0.2,0.5,0,0,0,0,,
0,0,0.3,0,0,0,0.1,0,0,0.3,0,0.1,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0.1,0.4,0,0,0.4,0,0,0,0,,
0,0,0.7,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0,0,,
0,0,0.2,0,0,0,0.2,0,0,0.3,0,0.1,0.1,0,0,0,0,,
0,0,0.5,0,0,0,0.1,0.1,0,0,0,0,0.1,0.1,0,0,0,,
0,0,0.6,0,0,0,0.1,0,0,0,0,0,0.3,0,0,0,0,,
0,0,0,0,0,0,0,0,0,0.8,0,0.1,0.1,0,0,0,0,,
0,0.3,0,0,0,0,0,0,0,0.3,0,0.1,0.2,0,0,0,0,,
0,0,0.8,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,,
0,0,0.5,0,0,0,0,0,0,0.3,0,0,0.2,0,0,0,0,,
0,0,0.4,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,,
0,0,0.4,0,0,0,0,0,0.1,0.2,0,0.2,0.1,0,0,0,0,,
0,0,0.4,0,0,0,0.2,0,0,0,0,0.3,0.1,0,0,0,0,,
0,0,0.4,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,,
0,0.1,0.7,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,,
0,0,0.5,0,0,0,0,0,0,0.1,0,0,0.2,0,0,0,0,,
0,0,0.4,0,0,0,0,0,0,0.3,0,0.1,0.1,0,0,0,0,,
0,0,0.2,0,0,0,0,0,0,0.1,0,0.1,0.4,0,0,0,0,,
0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0.7,0,0,0,0,,
0,0,0,0,0,0,0,0,0.1,0,0,0.5,0.4,0,0,0,0,,
0,0,0,0,0,0,0.9,0,0,0,0,0,0.1,0,0,0,0,,
0,0,0.5,0,0,0,0.1,0,0,0.2,0,0,0.1,0,0,0,0,,
0,0,0.4,0,0,0,0.2,0,0,0.3,0,0,0,0,0,0,0,,
0,0,0.4,0,0,0,0,0,0,0.3,0,0.1,0.1,0,0,0,0,,
0,0.1,0.2,0,0,0,0.1,0,0,0.5,0,0,0,0,0,0,0,,
0,0,0.5,0,0,0,0.1,0,0,0.1,0,0,0.1,0,0,0,0,,
0,0.1,0.1,0,0,0,0.1,0,0,0.3,0,0,0.3,0,0,0,0,,
0,0,0.4,0,0,0,0.1,0,0,0.1,0,0.2,0.2,0,0,0,0,,
0,0,0.2,0,0,0,0,0,0,0.6,0,0.2,0,0,0,0,0,,
0,0,0.5,0,0,0,0.1,0,0,0.1,0,0.1,0.1,0,0,0,0.1,,
0,0,0.7,0,0,0,0.1,0,0,0,0,0.1,0.1,0,0,0,0,,
0,0,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.1,0,0,,
0,0,0.7,0,0,0.1,0,0,0,0.1,0,0,0.1,0,0,0,0,,
0,0.1,0.2,0,0,0,0.1,0,0,0.2,0,0.3,0,0,0,0,0,,
0,0.1,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,,
0,0,0.3,0,0,0,0,0.1,0,0,0,0.3,0.2,0,0,0,0,,
0,0.1,0.7,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,,
0,0,0.5,0,0,0,0.1,0,0,0.1,0,0.1,0.1,0,0,0,0,,
0,0,0.4,0,0,0,0,0,0,0.5,0,0,0,0.1,0,0,0,,
0,0,0.1,0,0,0,0.4,0.1,0,0,0,0.1,0.2,0,0,0,0,,
0,0.1,0.2,0,0,0,0.4,0,0,0.1,0,0,0,0,0,0,0,,
0,0,0.5,0,0,0,0.1,0.3,0,0,0,0,0.1,0,0,0,0,,
0,0,0.1,0,0.1,0,0.1,0,0.2,0.3,0,0.1,0.1,0,0,0,0,,
0,0,0.3,0,0,0,0,0,0,0.2,0,0.1,0.4,0,0,0,0,,
0,0,0.1,0,0,0,0.1,0,0,0.2,0,0.2,0.2,0,0,0,0.1,,
0,0.2,0.2,0,0,0,0,0,0,0.3,0,0.1,0.1,0,0,0,0,,
0,0.1,0.3,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0.1,0,0,0.3,0,0.2,0.3,0,0,0,0,,
0.1,0,0,0,0,0,0.4,0,0,0.4,0,0,0.1,0,0,0,0,,
0,0.2,0.2,0,0,0,0,0,0,0.1,0,0.3,0.1,0,0,0,0,,
0,0.1,0.2,0,0,0,0,0,0,0.5,0,0,0.1,0,0,0,0,,
0,0.5,0.1,0,0,0,0.1,0,0,0.2,0,0,0,0,0,0,0,,
0,0,0.2,0,0,0,0.3,0.2,0,0.1,0,0,0,0,0,0,0,,
0,0,0.1,0,0,0,0.2,0,0,0.4,0,0.1,0.2,0,0,0,0,,
0,0,0.1,0,0,0,0,0,0,0.6,0,0,0.3,0,0,0,0,,
0,0,0.4,0,0,0,0,0,0,0.5,0,0.1,0,0,0,0,0,,
0,0,0.7,0,0,0,0.1,0,0,0,0,0,0.2,0,0,0,0,,
0,0,0,0,0,0,0,0,0,0.3,0,0.3,0.2,0,0,0,0,,
0,0,0,0,0,0,0.5,0.2,0,0,0,0,0.2,0,0,0,0,,
0,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0,0,,
0,0,0.5,0,0,0,0.1,0,0,0.3,0,0,0.1,0,0,0,0,,
0,0,0.3,0,0,0,0.1,0,0,0.6,0,0,0,0,0,0,0,,
0,0,0.1,0,0,0,0,0,0,0.1,0,0.2,0.6,0,0,0,0,,
0,0.1,0.3,0,0,0,0,0,0,0.4,0,0,0.1,0,0,0,0,,
0,0.3,0.1,0,0,0,0.3,0,0,0.3,0,0,0,0,0,0,0,,
0,0.4,0.5,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,,
0,0.1,0.2,0,0,0,0.4,0,0,0.2,0,0,0,0,0,0,0,,
0,0,0.2,0,0,0,0.2,0.1,0,0.2,0,0,0.1,0,0,0,0.1,,
0,0,0,0,0,0,0,0.2,0,0.5,0,0.1,0.1,0,0,0,0,,
0,0,0.5,0,0,0,0,0,0.1,0.3,0,0,0.1,0,0,0,0,,
0,0,0.4,0,0,0,0,0,0,0.4,0,0,0.2,0,0,0,0,,
0,0,0.3,0,0,0,0.1,0,0,0.2,0,0,0.4,0,0,0,0,,
0,0,0.1,0,0,0,0.1,0,0,0.2,0,0.1,0.4,0,0,0,0,,
0,0,0.3,0,0,0,0,0,0,0.3,0,0,0.4,0,0,0,0,,
0,0,0.2,0,0,0,0.1,0,0,0.3,0,0.2,0.2,0,0,0,0,,
0,0,0,0,0,0,0,0,0.1,0.6,0,0,0.3,0,0,0,0,,
0,0,0.5,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,,
0,0,0,0,0,0,0.2,0,0.1,0.7,0,0,0,0,0,0,0,,
0,0,0.5,0,0,0,0,0,0,0.2,0,0,0.3,0,0,0,0,,
0,0,0.1,0,0,0,0,0,0,0.1,0,0.3,0.5,0,0,0,0,,
0,0,0.1,0,0,0,0,0.1,0,0.1,0,0.2,0.5,0,0,0,0,,
0,0,0.5,0,0,0,0,0,0,0.1,0,0.2,0.2,0,0,0,0,,
0,0,0.3,0,0,0,0.2,0,0.1,0,0,0.1,0.3,0,0,0,0,,
0,0.1,0.3,0,0,0,0.1,0.1,0,0.1,0,0.1,0.2,0,0,0,0,,
0,0,0.6,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,,
0,0.1,0.4,0,0,0,0,0,0,0.3,0,0,0.2,0,0,0,0,,
0,0,0.3,0,0,0,0.4,0,0,0.2,0,0,0.1,0,0,0,0,,
0,0.2,0.1,0,0,0,0.3,0,0,0,0,0,0.3,0,0,0,0,,
0,0,0.5,0,0,0,0.1,0,0,0.1,0,0.1,0.2,0,0,0,0,,
0,0,0.6,0,0,0,0.1,0.1,0,0,0,0,0.2,0,0,0,0,,
0,0,0.6,0,0,0,0,0,0,0.3,0,0,0.1,0,0,0,0,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
0,0,0.1,0,0,0,0.2,0,0,0,0,0.1,0.5,0,0,0,0,,
0,0,0.3,0,0,0,0,0,0,0,0,0.1,0.5,0,0,0,0,,
0,0,0.8,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
0,0,0.1,0,0,0,0.1,0,0,0.5,0,0,0.2,0,0,0,0,,
0,0,0.8,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,,
0,0,0,0,0,0,0.2,0,0,0.3,0,0,0.3,0,0,0,0,,
0,0,0.1,0,0,0,0.1,0,0.1,0.4,0,0.1,0.2,0,0,0,0,,
0,0,0,0,0,0,0.5,0.1,0,0.2,0,0,0.1,0,0,0,0,,
0,0,0.2,0,0,0,0.1,0,0,0.1,0,0.1,0.4,0,0,0,0,,
0,0,0,0,0,0,0,0.7,0,0.2,0,0,0,0,0,0,0.1,,
0,0,0.7,0,0,0,0,0.1,0,0,0,0,0.2,0,0,0,0,,
0,0,0.4,0,0,0,0,0,0,0,0,0.2,0.3,0,0,0,0,,
0,0,0.2,0,0,0,0,0,0,0.6,0,0,0.2,0,0,0,0,,
0,0,0.3,0,0,0,0,0,0.1,0.2,0,0.1,0.2,0.1,0,0,0,,
0,0,0.8,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,,
0,0.2,0.4,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,,
0,0,0.1,0,0,0,0,0,0,0.5,0,0.1,0.1,0,0,0,0,,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
0,0.1,0.4,0,0,0,0.1,0,0,0.2,0,0,0.1,0,0,0,0,,
0,0.1,0,0,0,0,0,0,0,0.1,0,0.8,0,0,0,0,0,,
0,0,0.2,0,0,0,0,0,0,0.3,0,0.3,0.2,0,0,0,0,,
0,0,0.3,0,0,0,0.1,0.1,0,0.3,0,0,0.1,0,0,0,0,,
0,0,0.3,0,0,0,0,0,0,0.2,0,0.3,0.2,0,0,0,0,,
0,0,0.2,0,0,0,0,0,0,0.7,0,0,0.1,0,0,0,0,,
0,0,0,0,0,0,0.1,0,0,0.1,0,0.1,0.7,0,0,0,0,,
0,0,0.1,0,0,0,0,0,0.1,0.1,0,0.7,0,0,0,0,0,,
0,0.2,0.6,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,,
0,0.1,0.5,0,0,0,0,0,0,0.3,0,0,0.1,0,0,0,0,,
0,0,0.1,0,0,0,0,0,0,0.8,0,0.1,0,0,0,0,0,,
0,0,0.6,0,0,0,0,0,0,0.1,0,0.1,0.1,0,0,0,0,,
0,0,0.4,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,,
0,0,0.3,0,0,0,0,0,0.1,0.4,0,0.1,0.1,0,0,0,0,,
0,0,0.6,0,0,0,0,0,0,0.3,0,0,0.1,0,0,0,0,,
0,0,0.4,0,0,0,0,0,0,0.3,0,0,0.2,0,0,0,0,,
0,0,0.5,0,0,0,0,0,0,0.3,0,0,0.2,0,0,0,0,,
0,0.1,0,0,0,0,0.5,0,0,0.3,0,0.1,0,0,0,0,0,,
0,0,0.1,0,0,0,0.6,0,0,0.2,0,0,0.1,0,0,0,0,,
0,0.2,0.2,0,0,0,0,0,0,0.2,0,0.1,0.3,0,0,0,0,,
0,0.2,0.5,0,0,0,0,0,0,0.2,0,0,0.1,0,0,0,0,,
0,0,0.1,0,0,0,0,0,0,0.1,0,0.6,0.2,0,0,0,0,,
0,0.1,0.7,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,,
0,0,0.1,0,0,0,0.7,0,0,0,0,0,0.1,0,0,0,0,,
0,0,0.3,0,0,0,0.1,0.2,0,0,0,0,0,0.1,0,0,0.3,,
0,0.1,0.6,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,,
0,0,0.4,0,0,0,0.4,0,0,0.1,0,0,0.1,0,0,0,0,,
0,0.1,0.4,0,0,0,0,0.1,0,0,0,0.3,0,0.1,0,0,0,,
0,0,0.7,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0,,
0,0,0.1,0,0,0,0.3,0,0,0.3,0,0.1,0.2,0,0,0,0,,
0,0,0.6,0,0,0,0.1,0,0,0.2,0,0,0.1,0,0,0,0,,
0,0.2,0,0,0,0,0.4,0.1,0,0.1,0,0,0.2,0,0,0,0,,
0,0.1,0.1,0,0,0,0.2,0.1,0,0.4,0,0.1,0,0,0,0,0,,
0,0,0.2,0,0,0,0,0,0.1,0.1,0,0.1,0.5,0,0,0,0,,
0,0.1,0.1,0,0,0,0.5,0.1,0,0.1,0,0.1,0,0,0,0,0,,
0,0,0.1,0,0,0,0.3,0.4,0,0.2,0,0,0,0,0,0,0,,
0,0.2,0.1,0,0,0,0,0,0,0.6,0,0,0.1,0,0,0,0,,
0,0.1,0.5,0,0,0,0.1,0.1,0,0.1,0,0,0.1,0,0,0,0,,
0,0.1,0.1,0,0,0,0,0,0,0.3,0,0.4,0.1,0,0,0,0,,
0,0,0.3,0,0,0,0,0,0.1,0.3,0,0.1,0.2,0,0,0,0,,
0,0.1,0.8,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0.2,0.1,0,0.3,0,0.1,0.1,0,0,0,0,,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
0,0,0.4,0,0,0,0,0,0,0.1,0,0,0.5,0,0,0,0,,
0,0,0.1,0,0,0,0.2,0,0,0.2,0,0.1,0.3,0,0,0,0.1,,
0,0.1,0.1,0,0,0,0,0,0,0.4,0,0,0.4,0,0,0,0,,
0,0,0.7,0,0,0,0,0,0,0.2,0,0,0,0,0.1,0,0,,
0,0,0.2,0,0,0,0.1,0.1,0,0.1,0,0,0.5,0,0,0,0,,
0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,,
0,0,0.9,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,,
0,0,0.2,0,0,0,0,0,0,0.1,0,0.1,0.4,0,0,0,0.1,,
0,0,0.7,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,,
